SAMPLE_ID,STRUCTURE_ID,PREFERRED_LCMS_METHOD,SPE_METHOD,METHOD,SPE_SUCCESSFUL,CRASHED_OUT,SAMPLE_STATUS,SAMPLE_CURRENT_STATUS,TERMINATION_CAUSE,TERMINATION_STEP,TERMINATION_DETAILS,REACTION_SCALE_(mmol),SELECTED_FRACTIONS,VOLUME_COLLECTED_(mL),TOTAL_FRACTIONS_COLLECTED,RECOVERED_SAMPLE_DRY_MASS_(mg),PERCENT_YIELD,%_PURITY_(BY_LCMS),PURIFICATION_COMMENTS,EXTRA_COMMENTS,MolWt,ExactMolWt,logP,HBD,HBA,TPSA,Flexibility,Rotatable Bonds,qed,HeavyAtomMolWt,MolLogP,MolMR,FractionCSP3,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,BalabanJ,BertzCT,HallKierAlpha,Ipc,Kappa2,LabuteASA,PEOE_VSA10,PEOE_VSA2,SMR_VSA10,SMR_VSA4,SlogP_VSA2,SlogP_VSA6,MaxEStateIndex,MinEStateIndex,EState_VSA3,EState_VSA8,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,Principal component 1,Principal component 2,Principal component 3,class
00YRB22-047-023,00YRB22-047-023,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F1L/F2S,10.24,1.0,1.3,44.60%,97%,manual PurLCMS. Send to IO2,,398.341,398.1201897,2.266,2,8,100.2,0.1613,5,0.809823762,381.205,3.0989,91.4665,0.470588235,150,0.457636727,-0.441271563,1.321428571,1.344621172,920.5084074,-2.82,2815796.371,6.656282364,156.4897679,5.516700718,0.0,28.52990665,11.07361877,51.78613764,34.16560437,12.82647575,-4.916105282,42.71826319,20.29406844,28,2,8,0,2,2,1,1,2,6,2,11,2,0,1,1,4,-4.418270609005397,1.7251068613313982,0.1802250328622531,2
00YRB22-047-024,00YRB22-047-024,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L,30.54,1.0,18.2,31.10%,92%,,,408.38,408.1409251,2.471,2,7,87.05,0.1563,5,0.796341404,389.228,3.5059,99.2005,0.421052632,154,0.457636727,-0.349961072,1.275862069,1.358193241,951.8600591,-2.88,4240170.861,7.178538932,163.6954386,0.0,4.983978521,28.20263422,11.07361877,51.78613764,41.81486814,12.85810451,-4.90990528,31.61854233,20.29406844,29,2,7,0,2,2,1,1,2,5,2,10,2,0,1,1,4,0.09758954687398085,-0.2628629833060978,-0.9904640944959653,2
00YRB22-047-025,00YRB22-047-025,Gemini LpH,MCX,MCX/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F1L/F2S,9.74,2.0,12.4,79.00%,100%,,,398.341,398.1201897,2.266,2,8,100.2,0.1613,5,0.809823762,381.205,3.0989,91.4665,0.470588235,150,0.457636727,-0.356300536,1.321428571,1.319619456,920.5084074,-2.82,2740289.355,6.656282364,156.4411242,0.0,0.0,28.39943015,11.07361877,51.95882238,34.07475244,12.81791282,-4.912255014,37.20156247,20.46675317,28,2,8,0,2,2,1,1,2,6,2,11,2,0,1,1,4,-5.115543749425765,-0.10444813233048883,-0.3286674352819995,2
00YRB22-047-026,00YRB22-047-026,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F1L/F2S,15.61,1.0,31.7,13.10%,100%,Send to IO2,,401.341,401.1198553,1.836,2,8,92.62,0.1613,5,0.795080294,383.197,2.6864,90.0225,0.529411765,152,0.457636727,-0.453593031,1.25,1.301861037,807.7179703,-2.69,2740289.355,6.727690528,157.3803275,0.0,0.0,17.43018579,11.07361877,53.59510143,23.35481393,12.81710552,-4.913241408,43.117566,15.31008991,28,2,8,0,3,3,1,0,1,6,2,11,2,0,1,1,4,-2.349838196874344,-2.424780455115319,1.4073307474549956,2
00YRB22-047-027,00YRB22-047-027,Gemini LpH,MCX,MCX/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F1L,18.71,1.0,4.7,7.80%,100%,SAP4 aborted after F1; offline SPE=crashed out. Only 1 SPE fraction made (F1;) manual aliquots,,359.308,359.120524,1.582,2,8,99.94,0.1852,5,0.837968073,343.18,1.7477,79.4895,0.571428571,136,0.457636727,-0.349961072,1.36,1.51819252,661.426219,-2.43,466809.0938,6.4660095,140.233422,0.0,10.30076712,17.56066229,11.07361877,56.77011616,23.74624344,12.73993541,-4.907185376,31.74901884,25.27804696,25,2,8,0,2,2,0,1,1,6,2,11,2,0,1,1,3,0.11915882295117226,-4.208483070446725,-1.7182778390898474,0
00YRB22-047-028,00YRB22-047-028,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F1L/F2S,16.77,1.0,28.2,0.00%,98%,,,398.345,398.1314231,1.597,2,9,104.4,0.1613,5,0.805337204,381.209,2.0004,90.4445,0.5,150,0.457636727,-0.349961072,1.357142857,1.319619456,921.7306132,-2.89,2740289.355,6.617942444,156.320036,0.0,0.0,23.07736301,11.07361877,61.40021735,29.81261051,12.81643127,-4.91413549,37.26571955,25.39275024,28,2,9,0,2,2,0,2,2,7,2,12,2,0,1,1,4,5.044768929389935,-1.243649392096587,-0.5252041082950207,0
00YRB22-047-031_RP,00YRB22-047-031,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L,3.94,1.0,2.0,0.00%,94%,Offline SPE/manual aliquots;LpH medium gradient;;;,,411.384,411.1518242,2.063,2,8,91.98,0.1563,5,0.795071526,391.224,2.8444,98.1715,0.5,156,0.457636727,-0.349961072,1.344827586,1.357023746,965.2926638,-2.82,4041195.526,6.903359044,163.4795126,5.516700718,0.0,28.46358723,18.12129076,56.35323729,29.68213401,12.85690872,-4.911377995,37.13524305,20.29406844,29,2,8,0,2,2,1,1,2,6,2,11,2,0,1,1,4,-5.327926558342279,-1.2507566171078748,1.7357769939581758,2
00YRB22-047-034,00YRB22-047-034,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F1L/F2S,21.99,1.0,50.7,0.00%,100%,Send to IO20.3mmol of limiting reagent used in synthesis,,387.358,387.1405908,2.217,2,7,83.39,0.2069,6,0.835413982,367.198,2.9663,90.4515,0.529411765,148,0.457636727,-0.496765888,1.333333333,1.506287497,715.1289692,-2.49,1155119.035,7.259039051,153.2726134,5.749511833,0.0,17.43018579,11.07361877,53.91195666,29.421181,12.79077546,-4.905552779,37.36805417,15.31008991,27,2,7,0,2,2,1,0,1,5,2,10,3,0,1,1,3,-4.779560342342856,-0.8831786897022708,0.5581559244118891,2
00YRB22-047-036,00YRB22-047-036,Gemini LpH,MCX,MCX/Gemini LpH,True,,Complete,Completed & Stored,,,"Insufficient COI detected, below threshold",0.1,F1L/F3S,4.98,2.0,1.6,0.00%,84%,Send to IO2,,398.341,398.1201897,2.266,2,8,100.2,0.1613,5,0.809823762,381.205,3.0989,91.4665,0.470588235,150,0.457636727,-0.423221948,1.285714286,1.321210684,887.5084074,-2.82,2682639.262,6.656282364,156.4897679,5.516700718,5.316788604,28.85717908,11.07361877,51.78613764,33.83833194,12.81310474,-4.918233307,37.03087692,20.29406844,28,2,8,0,2,2,1,1,2,6,2,11,2,0,1,1,4,2.1416243454908637,-1.6588524165445802,-0.8877136405043708,0
00YRB22-051-001,00YRB22-051-001,Gemini LpH,MCX,MCX/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,10.84,1.0,9.5,37.30%,100%,send to IO2,,404.257,403.0602801,2.729,1,7,86.94,0.1667,5,0.72280679,389.137,3.60268,101.7387,0.277777778,138,0.219358581,-0.477964896,1.444444444,2.072585699,1082.041145,-2.69,2130447.663,6.798780563,164.5693325,11.81873315,9.893218992,40.01198444,0.0,38.7231911,18.46005421,11.94117097,-0.113122585,35.42904768,14.76446326,27,1,7,0,1,1,1,2,3,5,1,9,3,0,0,0,4,1.3275407565890949,6.947600673790872,-2.9298167637864965,3
00YRB22-051-002,00YRB22-051-002,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,13.28,1.0,16.2,,98%,send to IO2,,434.283,433.0708448,2.714,1,8,96.17,0.2188,7,0.665422275,417.147,3.22918,107.9407,0.315789474,150,0.248463692,-0.477964896,1.413793103,1.981535433,1117.750345,-2.73,5883531.828,7.950070944,176.0478199,18.42561511,9.893218992,40.01198444,0.0,52.4398706,18.46005421,12.41547652,-0.128123733,35.42904768,14.76446326,29,1,8,0,1,1,1,2,3,6,1,10,5,0,0,0,4,-1.6336650964507509,7.945204053756404,-5.379517995184826,3
00YRB22-051-004_IB1,00YRB22-051-004,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F1L/F4S,18.45,1.0,7.1,15.50%,93%,"send to IO2;""manually collected; MS threshold 18K; sample got to  only 20K"";;;",,476.32,475.0814094,2.416,1,9,105.4,0.1667,6,0.620997578,457.168,2.99818,116.6237,0.380952381,166,0.254031168,-0.477964896,1.375,1.659479159,1211.71127,-2.77,37018798.62,8.636673249,192.8854182,11.81873315,9.893218992,40.01198444,0.0,64.64780338,18.46005421,13.09052282,-0.606843589,54.15951233,14.76446326,32,1,9,0,2,2,1,2,3,7,1,11,4,0,1,1,5,-3.1684266624795203,0.11310341684503508,0.16150027813283402,2
00YRB22-051-004_IB2,00YRB22-051-004,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L,16.67,1.0,7.4,2.00%,97%,"send to IO2;""manually collected; MS threshold 29K; sample got to  only 25K"";;;",,476.32,475.0814094,2.416,1,9,105.4,0.1667,6,0.620997578,457.168,2.99818,116.6237,0.380952381,166,0.254031168,-0.477964896,1.375,1.659479159,1211.71127,-2.77,37018798.62,8.636673249,192.8854182,11.81873315,9.893218992,40.01198444,0.0,64.64780338,18.46005421,13.09052282,-0.606843589,54.15951233,14.76446326,32,1,9,0,2,2,1,2,3,7,1,11,4,0,1,1,5,-0.7167871735180653,-1.9575322968232818,1.3727984732982423,2
00YRB22-051-005_RP,00YRB22-051-005,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,3.46,1.0,2.5,32.10%,100%,send to IO2,,489.319,488.0766584,2.246,1,10,116.5,0.1892,7,0.589197376,471.175,3.03498,118.9857,0.333333333,170,0.409912872,-0.477964896,1.333333333,1.611974796,1296.793302,-3.42,52697409.51,8.497537662,197.6932287,24.97037152,14.79312872,46.10522451,0.0,69.41273567,18.46005421,12.99255986,-0.477531228,52.87672902,10.19736362,33,1,10,0,2,2,1,2,3,7,1,12,5,0,1,1,5,10.870885254121204,-5.722217000597795,-0.7066419259486305,0
00YRB22-051-006_RP,00YRB22-051-006,Xbridge HpH,HLB,HLB/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L,8.23,1.0,10.1,0.00%,96%,"send to IO2;""CTC lost config; had to manually zip and upload data. Edited the xml to count only the first vial since vial2 physically had no volume in it. "";;;",,489.363,488.1130439,2.404,1,9,99.41,0.1622,6,0.605376571,467.187,2.91338,123.3017,0.409090909,172,0.252956118,-0.477964896,1.393939394,1.636173524,1249.770459,-2.77,51604810.43,8.875684576,199.8966487,17.92269953,9.893218992,40.01198444,0.0,76.47113397,18.46005421,13.28941171,-0.481843589,48.58068605,19.664373,33,1,9,0,2,2,1,2,3,7,1,11,4,0,1,1,5,-4.462564025918424,-1.3579902879617174,1.8462113813319814,2
00YRB22-053-006 ,00YRB22-053-006,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,9.35,2.0,3.4,0.00%,100%,,,553.663,553.2689046,4.383,4,9,125.4,0.3182,14,0.211383558,518.383,5.32572,159.5083,0.25,212,0.318724684,-0.441043701,0.902439024,1.33488758,1525.102584,-4.92,1225376795.0,12.95515898,239.3150413,0.0,9.589074368,23.53286025,0.0,41.45789056,83.41039933,12.86785679,-0.578242766,35.86738714,26.25113294,41,4,9,0,0,0,3,1,4,5,4,9,10,0,0,0,4,17.66515321114578,6.377710970641663,6.7956757586755945,1
00YRB22-053-009_RP,00YRB22-053-009,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1A,10.23,4.0,9.2,3.90%,99%,";""2 manually collected. 2nd injection offline; added"";;;",,592.744,592.3161891,4.737,4,9,117.1,0.3333,16,0.170454221,552.424,5.6358,173.2193,0.314285714,228,0.318724684,-0.34935822,0.909090909,1.165764203,1621.43515,-4.92,8654981855.0,13.58541702,257.9972927,0.0,14.2708773,23.53286025,5.917906046,46.25439678,85.05961546,12.96113569,-0.544237035,30.13432184,49.24674036,44,4,9,1,0,1,3,1,4,5,4,9,12,1,0,1,5,1.5125238360171678,1.3770901353978988,1.741118267896406,3
00YRB22-053-010,00YRB22-053-010,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F1L/F2S,9.01,1.0,2.3,19.00%,89%,;HpH;;;,,595.7,595.2794693,3.874,4,10,138.0,0.3404,16,0.237808932,558.404,4.7209,171.3193,0.264705882,228,0.352226384,-0.464524436,0.909090909,1.322888876,1608.241476,-5.25,5285696257.0,14.28090807,256.543636,5.711685003,14.5814791,40.78695507,4.992404733,55.26469987,83.98876444,12.91853316,-0.62374431,36.34892242,26.25955915,44,4,10,0,1,1,3,0,3,6,4,10,11,0,0,0,4,3.3337703212533607,-1.8738709046645396,-0.43322764698923244,0
00YRB22-053-011,00YRB22-053-011,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F1L/F2S,9.75,3.0,12.0,18.10%,100%,,,631.752,631.2958683,5.2,4,8,123.1,0.3137,16,0.146717579,593.448,6.72358,181.1933,0.263157895,240,0.318724684,-0.349358228,0.872340426,1.200358075,1841.025739,-5.49,35134159988.0,13.87522667,273.9481743,5.817220841,9.589074368,23.53286025,0.0,36.47391204,90.99550603,15.10061786,-0.713768718,35.34331878,27.33637573,47,4,8,1,0,1,4,0,4,4,4,9,11,1,0,1,5,2.5100214615402576,-4.164389864766175,-3.015662742023652,0
00YRB22-053-020,00YRB22-053-020,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F1L/F2S,7.85,3.0,5.2,0.00%,100%,;Manually collected two fractions that were discarded;;;,,598.694,598.2755475,5.324,4,7,99.33,0.3191,15,0.150123627,562.406,6.9669,169.6673,0.228571429,228,0.318724684,-0.349358228,0.772727273,1.342436065,1603.320389,-5.05,4149071920.0,14.41658148,255.6321348,0.0,9.589074368,23.53286025,0.0,36.47391204,97.0618731,13.00568204,-2.527683967,24.2164158,21.26715442,44,4,7,0,0,0,4,0,4,3,4,9,11,0,0,0,4,-3.1601909625700486,0.6061120271063226,-0.10446335650008803,2
00YRB22-053-022_RP,00YRB22-053-022,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,19.57,1.0,5.2,3.70%,98%,,,595.744,595.3158548,5.222,4,9,125.4,0.3191,15,0.170891176,554.416,6.3148,173.4713,0.314285714,230,0.318724684,-0.440156174,0.840909091,1.347008314,1616.580397,-4.92,3987114169.0,13.58541702,258.4098676,0.0,9.589074368,23.53286025,0.0,41.45789056,83.41039933,12.93834998,-0.594301794,35.86738714,47.02234454,44,4,9,0,0,0,3,1,4,5,4,9,10,0,0,0,4,-0.7841406845020674,2.4907879924393215,0.6650007684843398,3
00YRB22-053-023,00YRB22-053-023,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,15.2,1.0,2.2,0.00%,90%,,,600.723,600.284889,4.071,4,9,125.1,0.2857,14,0.157171629,564.435,5.9725,177.8063,0.194444444,228,0.318724684,-0.349358228,0.755555556,1.18538837,1834.981648,-5.57,10468552868.0,13.8141246,262.0570824,0.0,19.55703141,34.56626168,0.0,46.44186908,103.3891932,12.96435799,-0.584730035,24.2164158,31.23511146,45,4,9,0,0,0,3,2,5,5,4,9,10,0,0,0,5,4.319693819673039,-2.9487438326244204,-0.059430145124566694,0
VAL-ST2022-056-004,00YRB22-055-002,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Stored,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",0.05,F3L/F1S,14.86,2.0,2.2,98.80%,70%,,,323.421,323.1092332,3.612,2,4,54.02,0.2308,6,0.740399861,306.285,4.1797,94.4019,0.222222222,116,0.250841749,-0.351760529,1.173913043,1.524811687,839.8538001,-2.4,469780.9029,6.00625,138.110299,0.0,4.794537184,38.279531,5.917906046,17.43591466,48.53093655,12.17589731,0.004415331,11.48135754,15.61755573,23,2,4,1,0,1,2,1,3,4,2,5,5,1,0,1,4,1.3409809311528786,2.243826133383325,1.1397482385014501,3
00YRB22-055-003,00YRB22-055-003,,MCX,MCX/,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,23.48,8.0,7.6,7.90%,98%,;MS threshold below MS baseline drift/caused multiple extra collections;;;,,428.439,428.0918668,4.065,2,5,66.91,0.2121,7,0.447707005,413.319,5.3837,109.7539,0.095238095,152,0.432842042,-0.347959102,1.033333333,1.456826437,1191.808548,-3.46,7653697.71,8.113218276,173.1595943,5.693927995,9.778515705,38.279531,0.0,15.87513677,66.86051426,12.75991793,-4.525080343,16.25846146,20.60153425,30,2,5,0,0,0,2,2,4,5,2,9,5,0,0,0,4,0.5710055950873146,-4.222165873449753,-1.9192517935042783,0
00YRB22-055-004,00YRB22-055-004,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,18.49,,17.5,0.00%,100%,,,441.478,441.1122679,5.386,2,4,54.02,0.2059,7,0.369267443,423.334,6.5497,116.6699,0.130434783,158,0.415920809,-0.345518045,1.0,1.497650752,1221.704159,-3.39,11344837.96,8.389650845,180.3048884,0.0,4.794537184,38.279531,0.0,10.89115825,72.79640482,12.94949654,-4.428135899,16.25846146,15.61755573,31,2,4,0,0,0,3,1,4,4,2,8,5,0,0,0,4,-1.394705155505451,0.38733670132243847,1.2666131332356991,2
00YRB22-055-006,00YRB22-055-006,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,17.15,,15.9,58.30%,100%,,,373.481,373.1248832,4.479,2,4,54.02,0.2,6,0.500432832,354.329,5.27832,111.6939,0.090909091,134,0.251098357,-0.347961114,1.0,1.479272338,1089.127102,-3.18,2387819.359,7.595949759,161.4433401,0.0,4.794537184,38.279531,0.0,10.89115825,72.79640482,12.50192055,-0.079282704,12.1082079,21.6839228,27,2,4,0,0,0,3,1,4,4,2,5,5,0,0,0,4,-3.8922447433589906,-1.6286876836471356,1.3273197780013504,2
VAL-ST2022-056-009,00YRB22-055-006,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.05,F4L/F3S,10.53,1.0,5.1,92.20%,100%,,,373.481,373.1248832,4.479,2,4,54.02,0.2,6,0.500432832,354.329,5.27832,111.6939,0.090909091,134,0.251098357,-0.347961114,1.0,1.479272338,1089.127102,-3.18,2387819.359,7.595949759,161.4433401,0.0,4.794537184,38.279531,0.0,10.89115825,72.79640482,12.50192055,-0.079282704,12.1082079,21.6839228,27,2,4,0,0,0,3,1,4,4,2,5,5,0,0,0,4,5.65198565490548,-0.14805486970128415,0.26977848295035844,0
00YRB22-055-008,00YRB22-055-008,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,22.43,,22.0,9.90%,100%,,,360.442,360.1044821,3.029,2,5,66.91,0.2069,6,0.554693449,344.314,4.3649,104.7519,0.05,128,0.251099247,-0.347902404,1.038461538,1.48781127,1031.571879,-3.25,1715399.604,7.327289843,154.298046,0.0,9.778515705,38.279531,0.0,15.87513677,73.05735783,12.39658467,-0.10951702,12.1082079,20.60153425,26,2,5,0,0,0,2,2,4,5,2,6,5,0,0,0,4,-0.9149599065717413,1.3012182642757366,0.13529922447196666,2
00YRB22-055-009,00YRB22-055-009,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,21.52,,19.5,7.40%,99%,,,393.899,393.0702608,4.605,2,4,54.02,0.2,6,0.462093763,377.771,5.6233,111.9669,0.047619048,134,0.251099191,-0.347905532,1.0,1.489703321,1094.995932,-2.89,2476419.935,7.778565859,165.3816642,0.0,4.794537184,49.88047089,0.0,10.89115825,72.79640482,12.48520901,-0.136307143,17.13084121,15.61755573,27,2,4,0,0,0,3,1,4,4,2,6,5,0,0,0,4,-4.458732542891081,-0.0970174725012206,2.7489671403573843,2
00YRB22-055-010,00YRB22-055-010,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,16.53,,14.6,1.70%,100%,,,393.899,393.0702608,4.605,2,4,54.02,0.2,6,0.462093763,377.771,5.6233,111.9669,0.047619048,134,0.251098356,-0.347961275,1.0,1.469430192,1077.745932,-2.89,2437112.31,7.778565859,165.3816642,0.0,4.794537184,49.88047089,0.0,10.89115825,72.79640482,12.45786646,-0.113130965,17.13084121,15.61755573,27,2,4,0,0,0,3,1,4,4,2,6,5,0,0,0,4,2.877000360738564,3.0194468095301636,2.538141346339701,3
00YRB22-055-011,00YRB22-055-011,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,20.88,,21.0,11.80%,100%,,,393.899,393.0702608,4.605,2,4,54.02,0.2,6,0.462093763,377.771,5.6233,111.9669,0.047619048,134,0.251098362,-0.347960372,1.0,1.479272338,1094.995932,-2.89,2387819.359,7.778565859,165.3816642,0.0,4.794537184,49.88047089,0.0,10.89115825,72.79640482,12.46893444,-0.122366604,17.13084121,15.61755573,27,2,4,0,0,0,3,1,4,4,2,6,5,0,0,0,4,2.275098883680761,-1.9823380060603055,1.055831384261333,0
00YRB22-055-012,00YRB22-055-012,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,18.96,,22.3,8.00%,100%,,,377.444,377.0998114,4.114,2,4,54.02,0.2,6,0.508167369,361.316,5.109,106.9149,0.047619048,134,0.251098356,-0.347961261,1.0,1.469430192,1077.745932,-3.25,2437112.31,7.552070085,159.2439334,5.817220841,4.794537184,38.279531,0.0,10.89115825,72.79640482,12.94121422,-0.291074177,12.1082079,15.61755573,27,2,4,0,0,0,3,1,4,4,2,6,5,0,0,0,4,-4.901256975567732,-2.201700952145877,2.348668272871116,2
00YRB22-055-013,00YRB22-055-013,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,15.2,,15.6,9.30%,100%,,,389.48,389.1197978,4.08,2,5,63.25,0.2258,7,0.488226726,370.328,4.9785,113.5089,0.090909091,140,0.251098373,-0.49675676,1.035714286,1.463427679,1109.187919,-3.38,4177261.731,8.102901425,166.5568854,5.749511833,4.794537184,38.279531,0.0,18.00095579,72.79640482,12.54021145,-0.115103282,12.1082079,15.61755573,28,2,5,0,0,0,3,1,4,5,2,6,6,0,0,0,4,1.2318806683356074,0.5116000526322395,-2.1035749844485236,0
00YRB22-055-014,00YRB22-055-014,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F4L,30.02,1.0,17.5,11.00%,98%,Missed load on SAP4; manually ran SPE offline.,,377.444,377.0998114,4.114,2,4,54.02,0.2,6,0.508167369,361.316,5.109,106.9149,0.047619048,134,0.251100018,-0.347850768,1.0,1.489703321,1094.995932,-3.25,2476419.935,7.552070085,159.2439334,5.817220841,4.794537184,38.279531,0.0,10.89115825,72.79640482,13.66763189,-0.32653976,11.12690298,15.61755573,27,2,4,0,0,0,3,1,4,4,2,6,5,0,0,0,4,-0.8981047765556219,5.104639351306669,-2.378918077459441,3
00YRB22-055-015,00YRB22-055-015,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,16.04,,19.0,9.10%,100%,,,345.427,345.0935831,4.46,2,4,54.02,0.1786,5,0.52809313,330.307,5.2922,103.7399,0.0,122,0.255211673,-0.331524659,0.84,1.564371567,1012.997808,-3.18,1029750.451,6.745753881,148.7134559,0.0,4.794537184,43.96691727,0.0,10.89115825,78.86277189,12.41307702,-0.125862447,5.563451492,15.61755573,25,2,4,0,0,0,3,1,4,4,2,5,4,0,0,0,4,2.4403581826219547,-3.1016463291891863,-1.9917509910743367,0
00YRB22-055-016,00YRB22-055-016,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,3L/1S,12.88,1.0,19.5,11.30%,100%,,,427.451,427.0966178,5.045,2,4,54.02,0.2121,7,0.411444613,411.323,5.9887,111.9589,0.090909091,152,0.415909855,-0.347961286,0.966666667,1.427181387,1171.934831,-3.39,7695937.363,8.155688549,173.9399463,0.0,4.794537184,38.279531,0.0,10.89115825,72.79640482,12.62821621,-4.374847487,11.12690298,15.61755573,30,2,4,0,0,0,3,1,4,4,2,8,5,0,0,0,4,3.8661105320483102,3.2949641423729696,2.2331459941114575,3
00YRB22-055-017,00YRB22-055-017,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,3L/1S,19.69,1.0,21.3,0.00%,99%,,,377.444,377.0998114,4.114,2,4,54.02,0.2,6,0.508167369,361.316,5.109,106.9149,0.047619048,134,0.251098369,-0.347959464,1.0,1.479272338,1094.995932,-3.25,2387819.359,7.552070085,159.2439334,5.817220841,4.794537184,38.279531,0.0,10.89115825,72.79640482,13.22343066,-0.313635195,5.563451492,15.61755573,27,2,4,0,0,0,3,1,4,4,2,6,5,0,0,0,4,-4.231759534899501,1.7867113743751566,0.9284452201135825,2
00YRB22-055-019,00YRB22-055-019,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,In progress,Synthesis,,,,0.1,,,,,9.40%,,,,428.439,428.0918668,4.065,2,5,66.91,0.2121,7,0.447707005,413.319,5.3837,109.7539,0.095238095,152,0.417399805,-0.347902179,1.033333333,1.456826437,1191.808548,-3.46,7653697.71,8.113218276,173.1595943,0.0,9.778515705,38.279531,0.0,15.87513677,66.99099076,12.78241793,-4.476469232,10.69500997,20.60153425,30,2,5,0,0,0,2,2,4,5,2,9,5,0,0,0,4,-2.6214110602623197,-1.1302516831818095,0.4410885262486968,2
00YRB22-055-020,00YRB22-055-020,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,19.93,1.0,16.9,11.20%,100%,,,359.454,359.1092332,4.06,2,4,54.02,0.2069,6,0.528866419,342.318,4.9699,106.9569,0.047619048,128,0.251098356,-0.34796129,0.923076923,1.48781127,1029.016887,-3.18,1715399.604,7.371655542,155.078398,0.0,4.794537184,38.279531,0.0,10.89115825,78.86277189,12.41699283,-0.081739242,12.1082079,15.61755573,26,2,4,0,0,0,3,1,4,4,2,5,5,0,0,0,4,-3.5398297139998696,-0.5352387133051948,0.6151223308177048,2
