SAMPLE_ID,STRUCTURE_ID,MEASURABLE?,SAMPLE_STATUS,SAMPLE_CURRENT_STATUS,TERMINATION_CAUSE,TERMINATION_STEP,TERMINATION_DETAILS,RXN_CHEMISTRY_TYPE,REACTION_SCALE_(mmol),SYNTHESIS_COMMENTS,PREFERRED_LCMS_METHOD,SPE_METHOD,SELECTED_FRACTIONS,VOLUME_COLLECTED_(mL),TOTAL_FRACTIONS_COLLECTED,RECOVERED_SAMPLE_DRY_MASS_(mg),PERCENT_YIELD,%_PURITY_(BY_LCMS),PURIFICATION_COMMENTS,
00YRB22-047-024,00YRB22-047-024,TRUE,Complete,Completed & Shipped,,,,urea formation,0.1,,Xbridge HpH,MCX,F3L,30.54,1,18.2,31.10%,92%,,
00YRB22-047-025,00YRB22-047-025,TRUE,Complete,Completed & Shipped,,,,urea formation,0.1,,Gemini LpH,MCX,F1L/F2S,9.74,2,12.4,79.00%,100%,,
00YRB22-047-026,00YRB22-047-026,TRUE,Complete,Completed & Shipped,,,,urea formation,0.1,,Xbridge HpH,MCX,F1L/F2S,15.61,1,31.7,13.10%,100%,Send to IO2,
00YRB22-047-027,00YRB22-047-027,TRUE,Complete,Completed & Shipped,,,,urea formation,0.1,,Gemini LpH,MCX,F1L,18.71,1,4.7,7.80%,100%,SAP4 aborted after F1; offline SPE=crashed out. Only 1 SPE fraction made (F1;) manual aliquots,
00YRB22-047-028,00YRB22-047-028,TRUE,Complete,Completed & Shipped,,,,urea formation,0.1,,Xbridge HpH,MCX,F1L/F2S,16.77,1,28.2,0.00%,98%,,
00YRB22-047-029,00YRB22-047-029,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold,No conversion (SM is major peak)",urea formation,0.1,,Xbridge HpH,MCX,,,,,0.00%,,,
00YRB22-047-030,00YRB22-047-030,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold,No conversion (SM is major peak)",urea formation,0.1,,Xbridge HpH,MCX,,,,,14.10%,,,
00YRB22-047-031,00YRB22-047-031,TRUE,Failed,Repurification,,,,urea formation,0.1,,Xbridge HpH,MCX,F3L,20.06,1,5.8,4.90%,78%,Offline SPE/manual aliquots,
00YRB22-047-031_RP,00YRB22-047-031,TRUE,Complete,Completed & Shipped,,,,urea formation,0.1,,Xbridge HpH,MCX,F3L,3.94,1,2,0.00%,94%,Offline SPE/manual aliquots;LpH medium gradient;;;,
00YRB22-047-032,00YRB22-047-032,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold,No conversion (SM is major peak)",urea formation,0.1,,Xbridge HpH,MCX,,,,,0.00%,,,
00YRB22-047-033,00YRB22-047-033,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold,No conversion (SM is major peak)",urea formation,0.1,,Xbridge HpH,MCX,,,,,43.60%,,,
00YRB22-047-034,00YRB22-047-034,TRUE,Complete,Completed & Shipped,,,,urea formation,0.1,,Xbridge HpH,MCX,F1L/F2S,21.99,1,50.7,0.00%,100%,Send to IO20.3mmol of limiting reagent used in synthesis,
00YRB22-047-035,00YRB22-047-035,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold,No conversion (SM is major peak)",urea formation,0.1,,Xbridge HpH,MCX,,,,,4.00%,,,
00YRB22-047-036,00YRB22-047-036,TRUE,Complete,Completed & Stored,,,"Insufficient COI detected, below threshold",urea formation,0.1,,Gemini LpH,MCX,F1L/F3S,4.98,2,1.6,0.00%,84%,Send to IO2,
00YRB22-047-037,00YRB22-047-037,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold,No conversion (SM is major peak)",urea formation,0.1,,Xbridge HpH,MCX,,,,,37.30%,,,
00YRB22-047-038,00YRB22-047-038,TRUE,Complete,Completed & Shipped,,,,urea formation,0.1,,Gemini LpH,MCX,F3L/F1S,11.8,1,43.3,57.50%,100%,RunNextMethod-Gemini/close impurity. Send to IO2. F1/F3 about same amount of COI; F2=~half0.3mmol of limiting reagent used in synthesis,
00YRB22-047-039,00YRB22-047-039,TRUE,Complete,Completed & Shipped,,,,urea formation,0.1,,Gemini LpH,MCX,F3L/F1S,15.29,1,20.6,56.10%,97%,Send to IO2,
00YRB22-049-008,00YRB22-049-008,TRUE,Complete,Completed & Stored,,,,,0.1,,,,F3L,25.47,2,20.6,17.00%,100%,,
00YRB22-050-009,00YRB22-050-009,TRUE,Complete,Completed & Shipped,,,,"urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F3L/F4S,13.56,1,12.7,4.30%,100%,Extra evap offline for F3 fraction,
00YRB22-050-017,00YRB22-050-017,TRUE,Complete,Completed & Shipped,,,,"urea formation, ester hydrolysis",0.1,"Lots of noise in RM LCMS, will attempt to submit to SAP4 to see what can be salvaged.",Gemini LpH,HLB,F3L,2.04,1,3.5,7.10%,97%,"extended evap in SAP4. Only height of 16 seen in crude RM=sample not made correctly? Lots of COI observed in SPE;""MS threshold 24K; MS ionization poor; only got up to 28K for a small fraction collected. Solution left in SPE fraction; submitted for 2nd injection (manually collected 5.73mL into 700001KFV; poured into 700001KLC for the PO12 run)"";;;",
00YRB22-050-018,00YRB22-050-018,TRUE,Complete,Completed & Shipped,,,,"urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F3L/F4S,8.1,1,5.5,0.00%,99%,Force RunNextMethod/LpH. Extra evap offline for F3 fraction,
00YRB22-050-019,00YRB22-050-019,,Failed,Terminated,Challenges of Sample/Chemistry,PurLCMS (SAP6),"Poor peak shape, below slope threshold","urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F3L/F4S,0,0,,1.20%,,extended evap in SAP4. Ran next method Luna. Neither Gemini nor Luna look good; manually running HpH in SAP6- Original sample LNP-PE0039-009 ran HpH; which was much better in SAP6;manually changed to RunPrep HpH based on original LNP sample results. peak slope wouldve needed to be 16 to collect;;;,
00YRB22-050-020,00YRB22-050-020,TRUE,Complete,Completed & Shipped,,,,"urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F3L/F4S,9.75,1,7.9,7.60%,100%,Extra evap offline for F3 fraction,
00YRB22-050-021,00YRB22-050-021,TRUE,Complete,Completed & Shipped,,,,"urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F4L/F3S,6.68,1,6.2,31.50%,100%,extended evap in SAP4,
00YRB22-050-022,00YRB22-050-022,TRUE,Complete,Completed & Shipped,,,,"urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F3L/F4S,18.96,1,23.6,16.70%,100%,extended evap in SAP4,
00YRB22-050-023,00YRB22-050-023,TRUE,Complete,Completed & Shipped,,,,"urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F3L/F4S,11.73,1,13.7,28.80%,100%,Force RunNextMethod/LpH. Extra evap offline for F3 fraction,
00YRB22-050-024,00YRB22-050-024,TRUE,Complete,Completed & Shipped,,,,"urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F3L/F4S,12.93,1,21.3,14.40%,100%,extended evap in SAP4,
00YRB22-050-025,00YRB22-050-025,TRUE,Complete,Completed & Shipped,,,,"urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F3L,13.52,3,11.2,12.60%,100%,"Extra evap offline for F3 fraction;""poor ionization; manually collected fractions 1 and 3 (per the XML.) Manually 'selected' them by pouring all collected solvent into 'Selected' fraction"";;;",
00YRB22-050-026,00YRB22-050-026,TRUE,Complete,Completed & Shipped,,,,"urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F3L/F4S,7.47,1,10.2,16.40%,100%,"Extra evap offline for F3 fraction;""poor MS ionization; ~20K"";;;",
00YRB22-050-027,00YRB22-050-027,TRUE,Complete,Completed & Shipped,,,,"urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F3L/F4S,12.15,1,12.3,37.10%,100%,extended evap in SAP4,
00YRB22-050-028,00YRB22-050-028,TRUE,Complete,Completed & Shipped,,,,"urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F3L/F4S,23.34,1,27.3,6.00%,100%,extended evap in SAP4,
00YRB22-050-029,00YRB22-050-029,TRUE,Failed,Repurification,,,,"urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F3L/F4S,12.1,1,49.1,34.30%,75%,extended evap in SAP4 for F3. F1=small per Virscidian; height 414amu; F4 height 284amu. Manually changed PurLCMS run to have F4 as the small to save evap time. ,
00YRB22-050-029_RP,00YRB22-050-029,TRUE,Complete,Completed & Shipped,,,,"urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,F3L/F4S,42.53,2,28.1,0.00%,100%,"extended evap in SAP4 for F3. F1=small per Virscidian; height 414amu; F4 height 284amu. Manually changed PurLCMS run to have F4 as the small to save evap time. ;""2nd injection done offline and had 4 fractions collected; 3 discards. Poured 20.23mL from 700000LTD into 2 Selected fractions from PurLCMS for a single PO12 run"";;;",
00YRB22-050-030,00YRB22-050-030,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold","urea formation, ester hydrolysis",0.1,,Gemini LpH,HLB,,,,,23.50%,,,
00YRB22-051-001,00YRB22-051-001,TRUE,Complete,Completed & Shipped,,,,,0.1,,Gemini LpH,MCX,F3L/F1S,10.84,1,9.5,37.30%,100%,send to IO2,
00YRB22-051-002,00YRB22-051-002,TRUE,Complete,Completed & Shipped,,,,,0.1,,Xbridge HpH,MCX,F3L/F1S,13.28,1,16.2,,98%,send to IO2,
00YRB22-051-003,00YRB22-051-003,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials too expensive,,0.1,,,,,,,,14.90%,,,
00YRB22-051-004_IB1,00YRB22-051-004,TRUE,Complete,Completed & Shipped,,,,,0.1,,Xbridge HpH,MCX,F1L/F4S,18.45,1,7.1,15.50%,93%,"send to IO2;""manually collected; MS threshold 18K; sample got to  only 20K"";;;",
00YRB22-051-004_IB2,00YRB22-051-004,TRUE,Complete,Completed & Shipped,,,,,0.1,,Xbridge HpH,MCX,F3L,16.67,1,7.4,2.00%,97%,"send to IO2;""manually collected; MS threshold 29K; sample got to  only 25K"";;;",
00YRB22-051-005,00YRB22-051-005,TRUE,Failed,Repurification,,,,,0.1,,Xbridge HpH,MCX,F3L/F1S,10.17,1,9.8,5.10%,29%,send to IO2,
00YRB22-051-005_RP,00YRB22-051-005,TRUE,Complete,Completed & Shipped,,,,,0.1,,Xbridge HpH,MCX,F3L/F1S,3.46,1,2.5,32.10%,100%,send to IO2,
00YRB22-051-006,00YRB22-051-006,TRUE,Failed,Repurification,,,,,0.1,,Xbridge HpH,HLB,F3L,21.21,2,15.7,2.60%,85%,"send to IO2;""manually collected fractions; no COI observed in MS/CS; would not have collected due to MW input parameter error from PurLCMS "";;;",
00YRB22-051-006_RP,00YRB22-051-006,TRUE,Complete,Completed & Shipped,,,,,0.1,,Xbridge HpH,HLB,F3L,8.23,1,10.1,0.00%,96%,"send to IO2;""CTC lost config; had to manually zip and upload data. Edited the xml to count only the first vial since vial2 physically had no volume in it. "";;;",
00YRB22-053-001,VAL-ST2022-056-002,,,,,,,Suzuki coupling,0.1,,,,,,,,0.00%,,,
00YRB22-053-002,00YRB22-053-002,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Suzuki coupling,0.1,,,,,,,,0.00%,,,
00YRB22-053-003,00YRB22-053-003,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,Suzuki coupling,0.1,,Xbridge HpH,MCX,F1L/F2S,0,,,0.00%,,";""ionized to 22;500; MS threshold 24K"";;;",
00YRB22-053-004,00YRB22-053-004,,In progress,Awaiting materials,,,,Suzuki coupling,0.1,,,,,,,,0.00%,,,
00YRB22-053-005,00YRB22-053-005,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Suzuki coupling,0.1,,,,,,,,0.00%,,,
00YRB22-053-006,00YRB22-053-006,,In progress,Synthesis,,,,,0.1,,,,,,,,6.10%,,,
00YRB22-053-006 ,00YRB22-053-006,TRUE,Complete,Completed & Shipped,,,,Suzuki coupling,0.1,,Xbridge HpH,MCX,F3L/F1S,9.35,2,3.4,0.00%,100%,,
00YRB22-053-007,00YRB22-053-007,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),LCMS detection issue,Suzuki coupling,0.1,,Xbridge HpH,MCX,F3L,,,,0.00%,,;HpH;;;,
00YRB22-053-008,00YRB22-053-008,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Suzuki coupling,0.1,,,,,,,,47.10%,,,
00YRB22-053-009,00YRB22-053-009,TRUE,Failed,Repurification,,,,Suzuki coupling,0.1,,,,F3L/F1A,34.03,2,27.9,15.50%,66%,,
00YRB22-053-009_RP,00YRB22-053-009,TRUE,Complete,Completed & Shipped,,,,Suzuki coupling,0.1,,,,F3L/F1A,10.23,4,9.2,3.90%,99%,";""2 manually collected. 2nd injection offline; added"";;;",
00YRB22-053-010,00YRB22-053-010,TRUE,Complete,Completed & Shipped,,,,Suzuki coupling,0.1,,Xbridge HpH,MCX,F1L/F2S,9.01,1,2.3,19.00%,89%,;HpH;;;,
00YRB22-053-011,00YRB22-053-011,TRUE,Complete,Completed & Shipped,,,,Suzuki coupling,0.1,,Gemini LpH,,F1L/F2S,9.75,3,12,18.10%,100%,,
00YRB22-053-012,00YRB22-053-012,TRUE,Failed,Repurification,,,,Suzuki coupling,0.1,,,,F1L/F2S,14.97,2,10.5,1.20%,14%,,
00YRB22-053-012_RP,00YRB22-053-012,TRUE,Failed,Terminated,Challenges of Sample/Chemistry,PurLCMS (SAP6),,Suzuki coupling,0.1,,,,F1L/F2S,11.01,2,5.9,0.00%,6%,,
00YRB22-053-013,00YRB22-053-013,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Suzuki coupling,0.1,,Gemini LpH,MCX,,,,,0.00%,,,
00YRB22-053-014,00YRB22-053-014,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Suzuki coupling,0.1,,,,NA,,,,0.00%,,minimal COI observed in crude,
00YRB22-053-015,00YRB22-053-015,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Suzuki coupling,0.1,,,,,,,,0.00%,,,
00YRB22-053-016,00YRB22-053-016,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Suzuki coupling,0.1,,,,,,,,0.00%,,,
00YRB22-053-017,00YRB22-053-017,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Suzuki coupling,0.1,,,,,,,,0.00%,,,
00YRB22-053-018,00YRB22-053-018,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Suzuki coupling,0.1,,,,F1L/F2S,3.31,1,,0.00%,,Send to IO2,
00YRB22-053-019,00YRB22-053-019,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Suzuki coupling,0.1,,,,,,,,8.70%,,,
00YRB22-053-020,00YRB22-053-020,TRUE,Complete,Completed & Shipped,,,,Suzuki coupling,0.1,,Xbridge HpH,MCX,F1L/F2S,7.85,3,5.2,0.00%,100%,;Manually collected two fractions that were discarded;;;,
00YRB22-053-021,00YRB22-053-021,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",Suzuki coupling,0.1,,,,,,,,12.90%,,,
00YRB22-053-022,00YRB22-053-022,TRUE,Failed,Repurification,,,,Suzuki coupling,0.1,,,,F3L/F1S,19.57,1,7.7,8.70%,89%,,
00YRB22-053-022_RP,00YRB22-053-022,TRUE,Complete,Completed & Shipped,,,,Suzuki coupling,0.1,,,,F3L/F1S,19.57,1,5.2,3.70%,98%,,
00YRB22-053-023,00YRB22-053-023,TRUE,Complete,Completed & Shipped,,,,Suzuki coupling,0.1,,Xbridge HpH,MCX,F3L/F1S,15.2,1,2.2,0.00%,90%,,
00YRB22-053-024,00YRB22-053-024,,Failed,Terminated,Materials unavailable,Material(s) Procurement,Materials commercially unavailable,Suzuki coupling,0.1,,,,,,,,3.40%,,,
00YRB22-053-025,00YRB22-053-025,TRUE,Complete,Completed & Shipped,,,,,0.1,,,,F1L/F2S,9.39,3,2,0.00%,96%,Send to IO2;manually 'de-selected' 700001HHW;;;,
00YRB22-055-001,00YRB22-055-001,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",amide coupling,0.5,,,,,,,,5.40%,,,
00YRB22-055-002,00YRB22-055-002,,Failed,Terminated,Challenges of Sample/Chemistry,PurLCMS (SAP6),"Insufficient COI detected, below threshold",amide coupling,0.05,,Gemini LpH,HLB,F4L,8.23,1,1.7,3.60%,,"RunNextMethod-Luna;""co-eluted with impurity; likely repurify"";Combining VAL-St2022-056-005 with VAL-St2022-056-004 for single PO13/DA for this compound due to low yield;;",
00YRB22-055-003,00YRB22-055-003,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,MCX,F3L/F1S,23.48,8,7.6,7.90%,98%,;MS threshold below MS baseline drift/caused multiple extra collections;;;,
00YRB22-055-004,00YRB22-055-004,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,18.49,,17.5,0.00%,100%,,
00YRB22-055-005,00YRB22-055-005,,Failed,Terminated,Challenges of Sample/Chemistry,Synthesis (SAP1/2),"Insufficient COI detected, below threshold",amide coupling,0.1,,,,,,,,8.50%,,,
00YRB22-055-006,00YRB22-055-006,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,17.15,,15.9,58.30%,100%,,
00YRB22-055-007,VAL-ST2022-056-006,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.05,,Xbridge HpH,MCX,F3L,14.97,1,10.5,12.20%,100%,,
00YRB22-055-008,00YRB22-055-008,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F4S,22.43,,22,9.90%,100%,,
00YRB22-055-009,00YRB22-055-009,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,21.52,,19.5,7.40%,99%,,
00YRB22-055-010,00YRB22-055-010,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,16.53,,14.6,1.70%,100%,,
00YRB22-055-011,00YRB22-055-011,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,20.88,,21,11.80%,100%,,
00YRB22-055-012,00YRB22-055-012,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,18.96,,22.3,8.00%,100%,,
00YRB22-055-013,00YRB22-055-013,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,15.2,,15.6,9.30%,100%,,
00YRB22-055-014,00YRB22-055-014,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F4L,30.02,1,17.5,11.00%,98%,Missed load on SAP4; manually ran SPE offline.,
00YRB22-055-015,00YRB22-055-015,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F4S,16.04,,19,9.10%,100%,,
00YRB22-055-016,00YRB22-055-016,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,3L/1S,12.88,1,19.5,11.30%,100%,,
00YRB22-055-017,00YRB22-055-017,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,3L/1S,19.69,1,21.3,0.00%,99%,,
00YRB22-055-018,00YRB22-055-018,,Failed,Terminated,Challenges of Sample/Chemistry,PurLCMS (SAP6),"Insufficient COI detected, below threshold",amide coupling,0.1,,,,3L/1S,,,,0.00%,,,
00YRB22-055-019,00YRB22-055-019,,In progress,Synthesis,,,,amide coupling,0.1,,,,,,,,9.40%,,,
00YRB22-055-020,00YRB22-055-020,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,19.93,1,16.9,11.20%,100%,,
00YRB22-055-021,00YRB22-055-021,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,18.31,1,21.8,1.60%,100%,,
00YRB22-055-022,00YRB22-055-022,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,19.34,1,19.7,1.90%,100%,;COI crashing out as fraction eluted;;;,
00YRB22-055-023,00YRB22-055-023,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,19.17,1,20.3,11.10%,100%,,
00YRB22-055-024,00YRB22-055-024,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,"F3L/F1S, F4L",17.68,1,21.5,1.90%,100%,;2nd isobar injected in SAP6/did not collect (expected);;;,
00YRB22-055-025,00YRB22-055-025,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,16.82,1,19.7,11.10%,100%,,
00YRB22-055-026,00YRB22-055-026,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,20.08,1,20.7,8.80%,100%,,
00YRB22-055-027,00YRB22-055-027,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,18.03,1,19.4,8.70%,100%,,
00YRB22-055-028,00YRB22-055-028,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,17.2,5,18.6,4.90%,100%,,
00YRB22-055-029,00YRB22-055-029,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,13.61,1,10.5,1.30%,99%,,
00YRB22-055-030,00YRB22-055-030,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,12.73,1,22.1,11.30%,100%,,
00YRB22-055-031,00YRB22-055-031,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F4S,15.49,1,24.1,7.90%,100%,,
00YRB22-055-032,00YRB22-055-032,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,15.65,1,15.1,9.40%,100%,,
00YRB22-055-033,00YRB22-055-033,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,15.28,1,17.9,8.50%,100%,;;500427TUF was dropped in the SAP8 module. About 1375ul left. Web is updated. ;;,
00YRB22-055-034,00YRB22-055-034,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,21.69,1,16.2,6.30%,100%,,
00YRB22-055-035,00YRB22-055-035,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,13.85,1,12.1,5.50%,100%,,
00YRB22-055-036,00YRB22-055-036,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,18.46,1,10.2,1.50%,100%,,
00YRB22-055-037,00YRB22-055-037,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,29.91,1,19.2,1.20%,100%,,
00YRB22-055-038,00YRB22-055-038,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,32.89,1,19.2,1.80%,100%,";""check valve fluctuating mid-run; XML states fraction had ~33mL; fraction actually had maybe 19mL"";;;",
00YRB22-055-039,00YRB22-055-039,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F4S,71.4,4,19.8,0.00%,100%,,
00YRB22-055-040,00YRB22-055-040,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),Sample dropped,amide coupling,0.1,,,,F3L/F1S,,,,11.30%,,";""Did not collect; due to MS SIM issue/adducts not selected"";;;",
00YRB22-055-041,00YRB22-055-041,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,18.18,1,21.5,7.00%,100%,,
00YRB22-055-042,00YRB22-055-042,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,16.19,1,13.2,8.80%,100%,,
00YRB22-055-043,00YRB22-055-043,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,15.05,1,16.8,7.10%,100%,,
00YRB22-055-044,00YRB22-055-044,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,13.55,1,12.8,9.90%,100%,,
00YRB22-055-045,00YRB22-055-045,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,35.77,2,18,1.40%,99%,,
00YRB22-055-046,00YRB22-055-046,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F4S,46.53,2,19.8,7.90%,100%,,
00YRB22-055-047,00YRB22-055-047,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,31.51,1,15,8.70%,100%,,
00YRB22-055-048,00YRB22-055-048,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,30.14,1,16.6,7.70%,100%,,
00YRB22-055-049,00YRB22-055-049,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,12.94,1,14.8,4.70%,100%,,
00YRB22-055-050,00YRB22-055-050,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F4S,12.89,1,8.8,0.00%,100%,,
00YRB22-055-051,00YRB22-055-051,,Failed,Terminated,System/Automation Error,PurLCMS (SAP6),Sample dropped,amide coupling,0.1,,,,F3L,,,,3.70%,,";""Did not collect; due to MS SIM issue/adducts not selected"";;;",
00YRB22-055-052,00YRB22-055-052,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,10.23,2,7,9.10%,100%,,
00YRB22-055-053,00YRB22-055-053,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,15.85,1,17,6.80%,100%,;COI precipitated out as fraction collected;;;,
00YRB22-055-054,00YRB22-055-054,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F4S,23.89,4,12.3,8.20%,100%,,
00YRB22-055-055,00YRB22-055-055,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,16.85,1,15.4,6.50%,100%,,
00YRB22-055-056,00YRB22-055-056,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,13.67,1,11.9,2.30%,100%,,
00YRB22-055-057,00YRB22-055-057,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,14.05,2,4.4,6.20%,97%,;manually 'de-selected' FS-2;;;,
00YRB22-055-058,00YRB22-055-058,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,13.11,1,11.8,5.60%,100%,,
00YRB22-055-059,00YRB22-055-059,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L/F1S,14.76,3,10.7,1.30%,100%,,
00YRB22-055-060,00YRB22-055-060,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.1,,,,F3L,14.03,1,19.6,26.60%,100%,,
00YRB22-055-061,VAL-ST2022-056-008,TRUE,Complete,Completed & Shipped,,,,amide coupling,0.05,,Xbridge HpH,MCX,F3L/F4S,10.17,1,5,6.50%,100%,,
